ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0048583	regulation of response to stimulus	42	-0.577057059918635	-1.81839123787246	0.000957596933531219	0.00641058389297953	0.00246754603893163	33	tags=52%, list=31%, signal=60%	Tlr4/Ccl2/C1qb/C1qc/Cd33/Fn1/Trem2/B2m/H2-D1/Fcgr2b/Ctss/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002684	positive regulation of immune system process	22	-0.593681983471484	-1.77754301534314	0.000976315392108476	0.00641058389297953	0.00246754603893163	46	tags=82%, list=44%, signal=58%	Cx3cr1/Axl/Lgals1/Csf1r/Tlr4/Ccl2/C1qb/C1qc/Trem2/B2m/H2-D1/H2-K1/Lgals3/Cd74/Arg1/Clec7a/Tnf/Il1b
GO:0010941	regulation of cell death	35	-0.567410897579063	-1.76842966552402	0.000993781211027786	0.00641058389297953	0.00246754603893163	46	tags=69%, list=44%, signal=58%	Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0006811	ion transport	17	-0.635796363786477	-1.83401599082788	0.00103771680141007	0.00651815865885698	0.00250895345077763	36	tags=71%, list=34%, signal=55%	Tspo/Ccl2/Nos2/Cd33/Trem2/B2m/Ctss/Lgals3/Csf2/Arg1/Cybb/Il1b
GO:0048731	system development	44	-0.55897337866038	-1.77996917221811	0.00106700491241897	0.00659901499680654	0.00254007647166945	49	tags=68%, list=47%, signal=63%	Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qc/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Itgax/H2-K1/Lgals3/Cst7/Csf2/Cd74/Tnf/Il1b
GO:0006954	inflammatory response	23	-0.60172529885624	-1.81002656062348	0.00109230502889901	0.00665313063056667	0.00256090652708379	46	tags=83%, list=44%, signal=59%	Cx3cr1/Axl/Lgals1/Apoe/Csf1r/Tlr4/Ccl2/Nos2/Fn1/Trem2/Fcgr2b/Ctss/Ccl6/Cst7/Clec7a/Cd68/Tnf/Cybb/Il1b
GO:0042981	regulation of apoptotic process	28	-0.590786733396012	-1.8079907770038	0.0011915412309868	0.00714924738592081	0.00275187055703158	46	tags=75%, list=44%, signal=57%	Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0034097	response to cytokine	23	-0.597477165029104	-1.79724791383097	0.00122527812382505	0.00724355596731867	0.00278817158207867	47	tags=83%, list=45%, signal=58%	Rplp0/Cx3cr1/Axl/Ifitm3/Csf1r/Vim/Spp1/Tlr4/Ccl2/Nos2/Fn1/Trem2/Capg/Ccl6/Csf2/Cd74/Arg1/Tnf/Il1b
GO:0022613	ribonucleoprotein complex biogenesis	15	0.5	2.10353943753309	0.00126152149672438	0.00724473773833145	0.00278862646644337	60	tags=100%, list=57%, signal=50%	Rpl38/Rpl14/Rps6/Rps17/Rpl5/Rps25/Rps14/Rpsa/Rpl35/Rps27/Rps28/Rps19/Rps16/Rpl10/Rplp0
GO:0042254	ribosome biogenesis	15	0.5	2.10353943753309	0.00126152149672438	0.00724473773833145	0.00278862646644337	60	tags=100%, list=57%, signal=50%	Rpl38/Rpl14/Rps6/Rps17/Rpl5/Rps25/Rps14/Rpsa/Rpl35/Rps27/Rps28/Rps19/Rps16/Rpl10/Rplp0
GO:0016477	cell migration	26	-0.569660475101764	-1.73748074155166	0.001293263319626	0.00732242048576973	0.00281852791675347	51	tags=85%, list=49%, signal=58%	Cd63/Tmsb4x/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Fn1/Trem2/Itgax/Lgals3/Ccl6/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0051129	negative regulation of cellular component organization	16	-0.637096100768458	-1.81293107842497	0.00134279255314359	0.00749725842171836	0.0028858261010542	42	tags=88%, list=40%, signal=62%	Lgals1/Apoe/Vim/Tspo/Apoc1/Ctsz/Trem2/B2m/Capg/H2-D1/H2-K1/Lgals3/Tnf/Il1b
GO:0019222	regulation of metabolic process	49	-0.533087034881722	-1.70755495694143	0.00139820031344095	0.00769967843840084	0.00296374111140331	46	tags=73%, list=44%, signal=77%	Rps9/Rps19/Rpl10/Tmem119/Tmsb4x/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Crip1/Apoc1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/Fcgr2b/Itgax/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0008283	cell population proliferation	35	-0.556635334701459	-1.73484584621992	0.00164390326764724	0.0087380677860304	0.00336343536147282	41	tags=63%, list=39%, signal=57%	Apoe/Ifitm3/Csf1r/Vim/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Fn1/Trem2/B2m/Fcgr2b/Itgax/Lgals3/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0042127	regulation of cell population proliferation	35	-0.556635334701459	-1.73484584621992	0.00164390326764724	0.0087380677860304	0.00336343536147282	41	tags=63%, list=39%, signal=57%	Apoe/Ifitm3/Csf1r/Vim/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Fn1/Trem2/B2m/Fcgr2b/Itgax/Lgals3/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0051241	negative regulation of multicellular organismal process	26	-0.564866465973692	-1.72285887660068	0.0016519730142744	0.0087380677860304	0.00336343536147282	52	tags=85%, list=50%, signal=57%	Tmem119/Cd63/Anxa2/Cx3cr1/Axl/Mertk/Apoe/Tspo/Apoc1/Tlr4/Ccl2/C1qc/Cd33/Fn1/Trem2/B2m/Fcgr2b/Cd74/Arg1/Tnf/Il1b/Gpnmb
GO:0071702	organic substance transport	19	-0.611345369949983	-1.78647092553522	0.00174435649291534	0.00908948261557945	0.00349870108533694	41	tags=79%, list=39%, signal=59%	Apoe/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Cd33/Trem2/Lgals3/Csf2/Cd74/Arg1/Tnf/Il1b
GO:0051050	positive regulation of transport	19	-0.61100902715303	-1.78548806599738	0.00176363095526168	0.00908948261557945	0.00349870108533694	51	tags=95%, list=49%, signal=59%	Cd63/Anxa2/Axl/Mertk/Apoe/Spp1/Tspo/Tlr4/Ccl2/Cd33/Trem2/B2m/Fcgr2b/Ctss/Lgals3/Clec7a/Tnf/Il1b
GO:0006364	rRNA processing	11	0.563829787234043	2.09211179200613	0.00206431092007502	0.0103515250542468	0.00398448332802902	52	tags=100%, list=50%, signal=56%	Rpl14/Rps6/Rps17/Rpl5/Rps25/Rps14/Rpl35/Rps27/Rps28/Rps19/Rps16
GO:0016072	rRNA metabolic process	11	0.563829787234043	2.09211179200613	0.00206431092007502	0.0103515250542468	0.00398448332802902	52	tags=100%, list=50%, signal=56%	Rpl14/Rps6/Rps17/Rpl5/Rps25/Rps14/Rpl35/Rps27/Rps28/Rps19/Rps16
GO:0023052	signaling	42	-0.5561608840377	-1.7525443298868	0.00211150511056776	0.0103515250542468	0.00398448332802902	48	tags=67%, list=46%, signal=60%	Anxa2/Cx3cr1/Axl/Mertk/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/Fcgr2b/Itgax/Lgals3/Ccl6/Csf2/Cd74/Arg1/Cd68/Tnf/Il1b/Gpnmb
GO:0007275	multicellular organism development	46	-0.531727519208622	-1.69838616090587	0.00210301664781171	0.0103515250542468	0.00398448332802902	49	tags=65%, list=47%, signal=62%	Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qc/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Itgax/H2-K1/Lgals3/Cst7/Csf2/Cd74/Tnf/Il1b
GO:0071705	nitrogen compound transport	15	-0.636048937643453	-1.79705808571945	0.00215184720852551	0.0104099601749115	0.00400697602962028	33	tags=73%, list=31%, signal=59%	Tlr4/Ccl2/Nos2/Cd33/Trem2/Lgals3/Csf2/Cd74/Arg1/Tnf/Il1b
GO:0007166	cell surface receptor signaling pathway	27	-0.559817709888544	-1.71137177368903	0.00217521555893672	0.0104099601749115	0.00400697602962028	46	tags=74%, list=44%, signal=56%	Cx3cr1/Axl/Mertk/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Fn1/Trem2/Fcgr2b/Itgax/Lgals3/Ccl6/Csf2/Cd74/Arg1/Tnf/Il1b
GO:0044093	positive regulation of molecular function	24	-0.572984316536001	-1.7345987779707	0.00234328606700719	0.0110823646933752	0.00426579630774064	48	tags=79%, list=46%, signal=56%	Anxa2/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/B2m/Fcgr2b/Ctss/Ccl6/Cd74/Tnf/Il1b
GO:0043269	regulation of ion transport	12	-0.660067795086042	-1.78892372317967	0.00261927381345335	0.0115674269165912	0.00445250525461878	36	tags=83%, list=34%, signal=62%	Tspo/Ccl2/Cd33/Trem2/B2m/Ctss/Lgals3/Arg1/Cybb/Il1b
GO:0000165	MAPK cascade	16	-0.617347927106076	-1.75673535264438	0.00265944838544887	0.0115674269165912	0.00445250525461878	41	tags=75%, list=39%, signal=54%	Apoe/Csf1r/Tlr4/Ccl2/Fn1/Trem2/Fcgr2b/Ccl6/Cd74/Tnf/Il1b/Gpnmb
GO:0043408	regulation of MAPK cascade	16	-0.617347927106076	-1.75673535264438	0.00265944838544887	0.0115674269165912	0.00445250525461878	41	tags=75%, list=39%, signal=54%	Apoe/Csf1r/Tlr4/Ccl2/Fn1/Trem2/Fcgr2b/Ccl6/Cd74/Tnf/Il1b/Gpnmb
GO:0007154	cell communication	42	-0.553463325277575	-1.74404392749376	0.00248521380778371	0.0115674269165912	0.00445250525461878	46	tags=64%, list=44%, signal=60%	Cx3cr1/Axl/Mertk/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/Fcgr2b/Itgax/Lgals3/Ccl6/Csf2/Cd74/Arg1/Cd68/Tnf/Il1b/Gpnmb
GO:0010605	negative regulation of macromolecule metabolic process	28	-0.567685268044833	-1.73729312262332	0.00269655801802146	0.0115674269165912	0.00445250525461878	48	tags=75%, list=46%, signal=56%	Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Apoe/Vim/Tspo/Tlr4/Nos2/Ctsz/Cd33/Fn1/Trem2/Fcgr2b/Cst7/Csf2/Arg1/Tnf/Il1b/Gpnmb
GO:0006928	movement of cell or subcellular component	27	-0.555121187020981	-1.69701442748854	0.00270482121930243	0.0115674269165912	0.00445250525461878	51	tags=81%, list=49%, signal=56%	Cd63/Tmsb4x/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Fn1/Trem2/Itgax/Lgals3/Ccl6/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0040011	locomotion	27	-0.555121187020981	-1.69701442748854	0.00270482121930243	0.0115674269165912	0.00445250525461878	51	tags=81%, list=49%, signal=56%	Cd63/Tmsb4x/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Fn1/Trem2/Itgax/Lgals3/Ccl6/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0048870	cell motility	27	-0.555121187020981	-1.69701442748854	0.00270482121930243	0.0115674269165912	0.00445250525461878	51	tags=81%, list=49%, signal=56%	Cd63/Tmsb4x/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Fn1/Trem2/Itgax/Lgals3/Ccl6/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0051674	localization of cell	27	-0.555121187020981	-1.69701442748854	0.00270482121930243	0.0115674269165912	0.00445250525461878	51	tags=81%, list=49%, signal=56%	Cd63/Tmsb4x/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Fn1/Trem2/Itgax/Lgals3/Ccl6/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0071216	cellular response to biotic stimulus	13	-0.652173913043478	-1.80296000118471	0.00286892738212034	0.0121400927117092	0.00467293435093286	46	tags=100%, list=44%, signal=64%	Axl/Vim/Tlr4/Ccl2/Nos2/Trem2/B2m/Fcgr2b/Clec7a/Cd68/Tnf/Il1b
GO:0046651	lymphocyte proliferation	10	-0.677357840352509	-1.77327677879532	0.00332737951330176	0.0137897583953331	0.00530791957086662	19	tags=60%, list=18%, signal=54%	Fcgr2b/Lgals3/Cd74/Arg1/Il1b/Gpnmb
GO:0006959	humoral immune response	10	-0.677290380821562	-1.77310017432924	0.00332737951330176	0.0137897583953331	0.00530791957086662	30	tags=80%, list=29%, signal=63%	C1qb/C1qc/Trem2/B2m/Fcgr2b/Lgals3/Tnf/Il1b
GO:0030030	cell projection organization	13	-0.646441747780328	-1.78711320866059	0.00343066699428893	0.0139305871889308	0.0053621270405154	42	tags=92%, list=40%, signal=63%	Lgals1/Apoe/Csf1r/Vim/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/H2-K1
GO:0098609	cell-cell adhesion	17	-0.601634132418278	-1.73547173644035	0.00341113169296882	0.0139305871889308	0.0053621270405154	25	tags=59%, list=24%, signal=53%	Cd33/Fn1/B2m/Itgax/Lgals3/Cd74/Arg1/Tnf/Il1b/Gpnmb
GO:0046903	secretion	17	-0.600141143797441	-1.73116506663112	0.00352808352778048	0.0141828957816775	0.00545924503772347	48	tags=88%, list=46%, signal=57%	Anxa2/Axl/Mertk/Apoe/Spp1/Tspo/Tlr4/Nos2/Cd33/Trem2/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0001819	positive regulation of cytokine production	13	-0.643918001568384	-1.78013621466824	0.00363128857138836	0.0144532475811695	0.00556330818128284	39	tags=85%, list=37%, signal=61%	Csf1r/Tlr4/Ccl2/Nos2/Trem2/B2m/Csf2/Cd74/Clec7a/Tnf/Il1b
GO:0051249	regulation of lymphocyte activation	15	-0.621951388207839	-1.75722763604373	0.00384959778796889	0.0147384601025095	0.00567309147700678	44	tags=87%, list=42%, signal=59%	Axl/Mertk/Lgals1/Tlr4/Ccl2/B2m/Fcgr2b/Lgals3/Cd74/Arg1/Clec7a/Il1b/Gpnmb
GO:0002237	response to molecule of bacterial origin	12	-0.645161290322581	-1.74852393364355	0.00383752017531304	0.0147384601025095	0.00567309147700678	46	tags=100%, list=44%, signal=63%	Axl/Vim/Tlr4/Ccl2/Nos2/Trem2/B2m/Fcgr2b/Cd68/Tnf/Il1b
GO:0071219	cellular response to molecule of bacterial origin	12	-0.645161290322581	-1.74852393364355	0.00383752017531304	0.0147384601025095	0.00567309147700678	46	tags=100%, list=44%, signal=63%	Axl/Vim/Tlr4/Ccl2/Nos2/Trem2/B2m/Fcgr2b/Cd68/Tnf/Il1b
GO:0007165	signal transduction	37	-0.538626207275553	-1.6862640718432	0.00377795162976643	0.0147384601025095	0.00567309147700678	46	tags=65%, list=44%, signal=56%	Cx3cr1/Axl/Mertk/Apoe/Ifitm3/Csf1r/Vim/Crip1/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/Fcgr2b/Itgax/Lgals3/Ccl6/Csf2/Cd74/Arg1/Tnf/Il1b/Gpnmb
GO:0042274	ribosomal small subunit biogenesis	10	0.557894736842105	2.0216758440963	0.00389447232740165	0.0147696026001459	0.00568507876989119	52	tags=100%, list=50%, signal=56%	Rpl38/Rps6/Rps17/Rps25/Rps14/Rpsa/Rps27/Rps28/Rps19/Rps16
GO:0001906	cell killing	11	-0.668347329625498	-1.79006699641416	0.00397678714219693	0.0149408264594689	0.00575098583278848	32	tags=82%, list=30%, signal=64%	Ccl2/Nos2/B2m/H2-D1/H2-K1/Lgals3/Arg1/Clec7a/Lyz2
GO:0051046	regulation of secretion	13	-0.639172981586562	-1.76701842344577	0.00431458871760682	0.0159286958207138	0.00613123405510588	41	tags=85%, list=39%, signal=59%	Apoe/Spp1/Tspo/Tlr4/Nos2/Cd33/Trem2/Lgals3/Cd74/Tnf/Il1b
GO:0010468	regulation of gene expression	42	-0.54072633757664	-1.7039078154158	0.00431897473745724	0.0159286958207138	0.00613123405510588	52	tags=74%, list=50%, signal=62%	Rpl10/Tmem119/Tmsb4x/Anxa2/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Ctsz/Cd33/Fn1/Trem2/B2m/Fcgr2b/Itgax/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0016192	vesicle-mediated transport	18	-0.591184475419613	-1.71290457099698	0.00448178425635615	0.0159440466465059	0.00613714285686403	51	tags=94%, list=49%, signal=59%	Cd63/Ctsl/Anxa2/Axl/Mertk/Apoe/Ifitm3/Apoc1/Tlr4/Ccl2/Trem2/B2m/Fcgr2b/Lgals3/Clec7a/Tnf/Il1b
GO:0002683	negative regulation of immune system process	16	-0.601009712638255	-1.71024306248759	0.00447411624115517	0.0159440466465059	0.00613714285686403	46	tags=88%, list=44%, signal=58%	Cx3cr1/Axl/Mertk/Ccl2/C1qc/Trem2/Fcgr2b/Lgals3/Cst7/Cd74/Arg1/Cd68/Tnf/Gpnmb
GO:0022008	neurogenesis	24	-0.559731200584084	-1.69447754241319	0.00440339914076144	0.0159440466465059	0.00613714285686403	48	tags=79%, list=46%, signal=56%	Anxa2/Cx3cr1/Axl/Lgals1/Apoe/Csf1r/Vim/Tspo/Tlr4/Ccl2/Ctsz/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Tnf/Il1b
GO:0016043	cellular component organization	48	-0.508365774488737	-1.62785466427856	0.00436326522603563	0.0159440466465059	0.00613714285686403	51	tags=67%, list=49%, signal=63%	Cd63/Tmsb4x/Ctsl/Anxa2/Rplp0/Cx3cr1/Axl/Lgals1/Apoe/Csf1r/Vim/Tspo/Apoc1/Tlr4/Ccl2/C1qb/C1qc/Ctsz/Ctsd/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Ctss/H2-K1/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0048468	cell development	24	-0.555678819860612	-1.68220974651033	0.00478629414980485	0.0168779846335223	0.00649663194848857	48	tags=79%, list=46%, signal=56%	Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Tspo/Tlr4/Ctsz/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Tnf/Il1b
GO:0070663	regulation of leukocyte proliferation	12	-0.638286770193379	-1.7298925260273	0.00485633054531941	0.0169760424279861	0.00653437611132222	19	tags=58%, list=18%, signal=54%	Fcgr2b/Lgals3/Csf2/Cd74/Arg1/Il1b/Gpnmb
GO:0030154	cell differentiation	41	-0.520487395054835	-1.63507901959123	0.00507008325078032	0.0174202860411427	0.00670537326014132	52	tags=71%, list=50%, signal=59%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qc/Ctsz/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0048869	cellular developmental process	41	-0.520487395054835	-1.63507901959123	0.00507008325078032	0.0174202860411427	0.00670537326014132	52	tags=71%, list=50%, signal=59%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qc/Ctsz/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0070371	ERK1 and ERK2 cascade	12	-0.635631240350344	-1.72269547692238	0.00518279910624287	0.0175082793336944	0.00673924341988237	41	tags=83%, list=39%, signal=57%	Apoe/Csf1r/Tlr4/Ccl2/Fn1/Trem2/Ccl6/Cd74/Il1b/Gpnmb
GO:0070372	regulation of ERK1 and ERK2 cascade	12	-0.635631240350344	-1.72269547692238	0.00518279910624287	0.0175082793336944	0.00673924341988237	41	tags=83%, list=39%, signal=57%	Apoe/Csf1r/Tlr4/Ccl2/Fn1/Trem2/Ccl6/Cd74/Il1b/Gpnmb
GO:0120036	plasma membrane bounded cell projection organization	12	-0.635363521286185	-1.72196990147605	0.00526441631623132	0.0176357946593749	0.00678832630250881	42	tags=92%, list=40%, signal=62%	Lgals1/Apoe/Csf1r/Vim/Ctsz/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1
GO:0032880	regulation of protein localization	12	-0.63376915669139	-1.71764883526398	0.00567250272450502	0.0184989912283656	0.00712058578311007	33	tags=83%, list=31%, signal=65%	Apoe/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/Lgals3/Tnf/Il1b
GO:0032940	secretion by cell	14	-0.614067903319948	-1.71400701704161	0.00590190147468696	0.0184989912283656	0.00712058578311007	44	tags=86%, list=42%, signal=57%	Axl/Mertk/Apoe/Spp1/Tspo/Tlr4/Nos2/Cd33/Trem2/Lgals3/Tnf/Il1b
GO:0140352	export from cell	14	-0.614067903319948	-1.71400701704161	0.00590190147468696	0.0184989912283656	0.00712058578311007	44	tags=86%, list=42%, signal=57%	Axl/Mertk/Apoe/Spp1/Tspo/Tlr4/Nos2/Cd33/Trem2/Lgals3/Tnf/Il1b
GO:0043066	negative regulation of apoptotic process	18	-0.585982184764567	-1.69783139534169	0.00557297648369768	0.0184989912283656	0.00712058578311007	46	tags=83%, list=44%, signal=57%	Cx3cr1/Axl/Mertk/Apoe/Csf1r/Spp1/Ccl2/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0051051	negative regulation of transport	10	-0.648442047491785	-1.69757719880124	0.00593994703340545	0.0184989912283656	0.00712058578311007	41	tags=90%, list=39%, signal=61%	Apoe/Tspo/Apoc1/Cd33/Fcgr2b/Lgals3/Cd74/Tnf/Il1b
GO:0050790	regulation of catalytic activity	23	-0.559231262259172	-1.68220189535679	0.00571700799314193	0.0184989912283656	0.00712058578311007	45	tags=74%, list=43%, signal=54%	Ctsb/Axl/Mertk/Apoe/Csf1r/Apoc1/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/Ccl6/Cst7/Cd74/Tnf/Il1b
GO:0033036	macromolecule localization	21	-0.564297219805252	-1.676117777479	0.00571700799314193	0.0184989912283656	0.00712058578311007	51	tags=86%, list=49%, signal=55%	Cd63/Tmsb4x/Anxa2/Apoe/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/Lgals3/Cd74/Cd68/Tnf/Il1b
GO:0042221	response to chemical	43	-0.529133366357833	-1.67339604719782	0.00583886953438571	0.0184989912283656	0.00712058578311007	48	tags=65%, list=46%, signal=60%	Anxa2/Rplp0/Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Fn1/Trem2/B2m/Capg/Fcgr2b/Lgals3/Ccl6/Csf2/Cd74/Arg1/Clec7a/Cd68/Tnf/Il1b
GO:0009892	negative regulation of metabolic process	31	-0.535699027377675	-1.65461030619006	0.00600169715883848	0.0184989912283656	0.00712058578311007	48	tags=71%, list=46%, signal=55%	Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Apoe/Vim/Tspo/Apoc1/Tlr4/Nos2/Ctsz/Cd33/Fn1/Trem2/Fcgr2b/Cst7/Csf2/Arg1/Tnf/Il1b/Gpnmb
GO:0010033	response to organic substance	38	-0.526348468920525	-1.64583282646384	0.00602827823610917	0.0184989912283656	0.00712058578311007	47	tags=66%, list=45%, signal=57%	Rplp0/Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Nos2/Fn1/Trem2/B2m/Capg/Fcgr2b/Ccl6/Csf2/Cd74/Arg1/Clec7a/Cd68/Tnf/Il1b
GO:0070887	cellular response to chemical stimulus	37	-0.523720313688473	-1.63959855042019	0.00579779206027446	0.0184989912283656	0.00712058578311007	48	tags=68%, list=46%, signal=57%	Anxa2/Rplp0/Cx3cr1/Axl/Ifitm3/Csf1r/Vim/Spp1/Crip1/Tlr4/Ccl2/Nos2/Fn1/Trem2/B2m/Capg/Fcgr2b/Lgals3/Ccl6/Csf2/Cd74/Arg1/Cd68/Tnf/Il1b
GO:0045184	establishment of protein localization	15	-0.60833153143958	-1.71874683325767	0.00615010991468346	0.0187298801947178	0.00720945899089688	41	tags=80%, list=39%, signal=57%	Apoe/Tspo/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/Cd74/Cd68/Tnf/Il1b
GO:1903530	regulation of secretion by cell	12	-0.6266504095221	-1.69835552056923	0.00640705947684464	0.0192468283581716	0.00740844139474007	41	tags=83%, list=39%, signal=57%	Apoe/Spp1/Tspo/Tlr4/Nos2/Cd33/Trem2/Lgals3/Tnf/Il1b
GO:0009893	positive regulation of metabolic process	35	-0.529063923555444	-1.64891499505191	0.00641560945272388	0.0192468283581716	0.00740844139474007	52	tags=74%, list=50%, signal=56%	Tmem119/Tmsb4x/Anxa2/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Fn1/Trem2/B2m/Itgax/Csf2/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:1903037	regulation of leukocyte cell-cell adhesion	11	-0.647587865296161	-1.73446591848361	0.00659923850957326	0.0196510657840626	0.00756403946126525	22	tags=64%, list=21%, signal=56%	B2m/Lgals3/Cd74/Arg1/Tnf/Il1b/Gpnmb
GO:0030182	neuron differentiation	13	-0.621100215244785	-1.71705556204746	0.00673392647948312	0.0197858556532217	0.00761592244310969	42	tags=85%, list=40%, signal=58%	Lgals1/Apoe/Csf1r/Vim/Ctsz/Fn1/B2m/H2-D1/Fcgr2b/H2-K1/Il1b
GO:0071310	cellular response to organic substance	33	-0.514303874470729	-1.59737762694058	0.00674294085694371	0.0197858556532217	0.00761592244310969	47	tags=67%, list=45%, signal=54%	Rplp0/Cx3cr1/Axl/Ifitm3/Csf1r/Vim/Spp1/Tlr4/Ccl2/Nos2/Fn1/Trem2/B2m/Capg/Fcgr2b/Ccl6/Csf2/Cd74/Arg1/Cd68/Tnf/Il1b
GO:0023051	regulation of signaling	32	-0.507204596141755	-1.57213301819015	0.00705143535452502	0.0205411377718772	0.00790664376136673	48	tags=66%, list=46%, signal=51%	Anxa2/Cx3cr1/Axl/Apoe/Csf1r/Spp1/Tspo/Tlr4/Ccl2/Nos2/Fn1/Trem2/Fcgr2b/Lgals3/Ccl6/Csf2/Cd74/Arg1/Tnf/Il1b/Gpnmb
